Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
像我们一样疯狂,9787303207695,54.0,(美)伊森·沃特斯,北京师范大学出版社 ,2016,北京 ,290页 ,R395.2,1,0,1,10.58,General / Misc
像托尔斯泰一样写故事 ,9787571103118,56.0,"(英)科恩 (Cohen, Richard) 著", 大象出版社, 2019,郑州 ,371页 : 图，照片 ,H054,0,0,0,,Language
克莱因壶,9787122346032,48.0,(日)冈岛二人 著,化学工业出版社,2019,北京,"16,299页",I313.45,2,0,2,31.24,Literature
全球通史 ,9787552008166,580.0,"(美)斯波德 (Spodek, Howard) 著", 上海社会科学院出版社, 2018,上海 ,"22,25,965页 : 图，照片，地图 ",K10,1,0,1,5.95,Social Sciences
关于女儿,9787559851987,42.0,金惠珍著,广西师范大学出版社,2022,桂林,217页,I312.645,1,0,1,21.21,Literature
写给大家的平面设计手册,9787574102293,78.0,（日）生田信一著,江苏凤凰美术出版社,2022,南京,200页,J511,1,1,2,20.07,Arts
出发吧！了不起的身体旅行 .2,9787559664136,88.0,邓超 著,北京联合出版公司 ,2022,北京 ,204页 ,R33-49,1,0,1,13.86,General / Misc
刀锋,9787210095002,36.0,(英)毛姆著,江西人民出版社,2017.08,,337,I561.45,1,0,1,7.98,Literature
列国志：土库曼斯坦,9787509719022,127.5,中国社会科学院《列国志》编辑委员会编,社会科学文献出版社,2010,北京,251页,K91,0,0,0,,Social Sciences
剑桥艺术史·上,9787544792028,249.0,(美)伍德福德著,译林出版社,2023,南京,2册(499;436页),J110.9,1,0,1,42.26,Arts
剑桥艺术史·下,9787544792028,249.0,(美)伍德福德著,译林出版社,2023,南京,2册(499;436页),J110.9,2,0,2,27.07,Arts
剧变 ,9787521712032,98.0,"(美)戴蒙德 (Diamond, Jared 1937~) 著", 中信出版集团股份有限公司, 2020,北京 ,"25,435页 : 图 ",F039,1,0,1,109.15,Social Sciences
包法利夫人,9787532784721,58.0,(法)福楼拜著　李健吾译,上海译文出版社,2020,上海,408,I565.44,0,0,0,,Literature
化学传奇 ,9787570305674,19.8,李可锋 编著, 山西教育出版社, 2020,太原 ,204页 : 图，照片 ,O6-091,1,0,1,12.93,Science
医生与您细聊抑郁症,9787302614210,49.0,吴菲著,清华大学出版社,2022,北京,159页,R749.4,1,0,1,2.08,General / Misc
博弈论 ,9787108067128,35.0,"(英)帕斯丁 (Pastine, Ivan) 文", 生活·读书·新知三联书店, 2020,北京 ,174页 : 图 ,O225,0,0,0,,Science
博弈论究竟是什么,9787513340236,49.0,万维钢,新星出版社,2020.06,北京,240页,O225-49,0,0,0,,Science
历史之源,9787544729710,39.0,(英)阿诺德著　李里峰译,译林出版社,2013,南京,132,K0,1,0,1,0.75,Social Sciences
历史哲学,9787545821826,128.0,(德)黑格尔著,上海书店出版社,2022,上海,"17,514页",K01,1,0,1,107.84,Social Sciences
历史的意外,9787569932478,59.8,(法)让-克里斯托弗·布松著,北京时代华文书局,2020,北京,262页,K105,1,0,1,121.13,Social Sciences
历史的运用与滥用,9787559835895,58.0,（加）麦克米伦著,广西师范大学出版社,2021,桂林,230页,K107,1,0,1,22.73,Social Sciences
原野,9787530217306,36.0,曹禺著,北京十月文艺出版社,2018.2,北京,246页,I234,3,0,3,60.87,Literature
叔凡说法 一看就懂的法律常识,9787559657015,59.8,李叔凡 著, 北京联合出版公司, 2021,北京 ,256页 ,D920.5,1,0,1,96.11,Social Sciences
变形记,9787532756964,38.0,(奥)卡夫卡著,上海译文出版社,2012,上海,517页,I521.45,1,0,1,14.13,Literature
古今数学思想·第一册,9787547817179,78.0,"(美)克莱因著;张理京等译;张理京, 张锦炎,",上海科学技术出版社,2014.01   ,上海,324页     ,O11,2,0,2,22.51,Science
古埃及《亡灵书》,9787100182386,118.0,金寿福著,商务印书馆,2020 2022重印,北京,453页,B846,1,0,1,175.93,General / Misc
另一个，同一个,9787532772520,41.0,(阿根廷)博尔赫斯著,上海译文出版社,2016.08   ,上海,74页      ,I783.15,1,1,2,28.03,Literature
台北人,9787549559886,69.0,白先勇著,广西师范大学出版社,2015.01   ,桂林,291页     ,I247.7,0,0,0,,Literature
史学原理,9787301334713,78.0,柯林武德著,北京大学出版社,2023,北京,"74,307页",K01,1,0,1,0.14,Social Sciences
史学引论,9787301275009,56.0,王学典著,北京大学出版社,2016,北京,382,K0,1,0,1,7.22,Social Sciences
史蒂夫·乔布斯传,9787508630786,198.0,(美)艾萨克森著;管延折译,中信出版社,2011.11   ,北京,645页     ,K837.12,0,0,0,,Social Sciences
同名同姓受害者协会,9787549637270,45.0,(日)下村敦史著,文汇出版社,2022,上海,297页,I313.45,0,0,0,,Literature
后基因组时代：[后基因组时代的伦理、公正和知识],9787521714296,78.0,(美)瑞尔丹著,中信出版集团股份有限公司,2021,北京,,C91,1,0,1,0.75,General / Misc
呐喊,9787020138081,20.0,鲁迅著,人民文学出版社,2018      ,北京,180页     ,I210.6,1,0,1,147.38,Literature
呼啸山庄,9787532778355,32.0,(英)勃朗特著,上海译文出版社,2018.08   ,上海,406页     ,I561.44,0,0,0,,Literature
哲学·科学·常识,9787508671079,58.0,陈嘉映著,中信出版社,2018.02   ,北京,359页     ,N02,1,0,1,240.01,General / Misc
喧哗与骚动,9787201134604,88.0,福克纳著;李继宏译,天津人民出版社,2018.06   ,天津,313页     ,I712.45,0,0,0,,Literature
四十一炮,9787533946692,56.0,莫言著,浙江文艺出版社,2017.1,杭州,402页,I247.5,0,0,0,,Literature
国境以南太阳以西,9787532765485,52.0,(日)村上春树著,上海译文出版社,2014.05   ,上海,260页     ,I313.45,1,0,1,0.85,Literature
国际文凭大学预科项目中文A课程文学术语手册,9789620440151,95.0,董宁著,三联书店(香港)有限公司,2016      ,香港,309页     ,IB-1-CH-1,0,0,0,,Literature
國際文憑大學預科項目中文A語言與文學課程學習指導——评估卷(简体版),9789620433641,141.3,禹慧灵编著,三联书店(香港)有限公司,2013.3    ,香港,461页     ,IB-1-CH-1,0,0,0,,Literature
國際文憑大學預科項目中文A語言與文學課程學習指導——语言卷(简体版),9789620433641,141.3,禹慧灵编著,三联书店(香港)有限公司,2013.3    ,香港,132页     ,IB-1-CH-1,0,0,0,,Literature
圣诞颂歌,9787558043901,68.0,(英)狄更斯著,江苏凤凰美术出版社,2018,南京,213页,I561.44,1,0,1,0.97,Literature
"在春天,去看一个人",9787550022829,58.0,沈从文著,百花洲文艺出版社,2018.04   ,南昌,316页     ,I246.7,2,0,2,35.92,Literature
在路上,9787532740260,48.0,(美)杰克·凯鲁亚克(Jack Kerouac) 著,上海译文出版社,2006,上海,,I712.45,1,0,1,4.23,Literature
地狱之行:1914-1949,9787508683003,89.0,(英)克肖著;林华译,中信出版社,2019.01   ,北京,588页     ,K505,1,0,1,0.05,Social Sciences
基督山伯爵:全2册-上册,9787532778140,44.5,(法)大仲马著,上海译文出版社,2018.12   ,上海,693页     ,I565.44,1,0,1,55.82,Literature
夏日终曲,9787513598255,39.9,(美)艾席蒙著,外语教学与研究出版社,2018.01,北京,230页,I712.45,2,0,2,92.5,Literature
夏目漱石浮世与病榻,9787559640918,29.0,(日)夏目漱石,北京联合出版公司,2020,北京,303页,I313.65,1,0,1,186.83,Literature
外婆的道歉信,9787201116693,42.0,(瑞典)弗雷德里克·巴克曼著;孟汇一译,天津人民出版社,2017.05   ,天津,344页     ,I532.45,0,0,0,,Literature
天使与魔鬼,9787020126897,89.0,(美)布朗著,人民文学出版社,2017      ,北京,492页     ,I712.45,1,0,1,4.14,Literature
天生有罪 ,9787201162638,68.0,"(南非)诺亚 (Noah, Trevor 1984.2-) 著", 天津人民出版社, 2020,天津 ,294页 ,I478.55,1,0,1,186.83,Literature
奇妙数学的1个重大突破. 上册,9787115388902,59.8,"(英)埃尔威斯 (Elwes, Richard 1978~) 著",人民邮电出版社,2015,北京,204页 : 彩图,O1-49,1,0,1,0.78,Science
契科夫短篇小说精选,9787020138074,28.0,契科夫著;汝龙译,人民文学出版社,2018      ,北京,258页     ,I512.44,1,0,1,10.76,Literature
契诃夫传,9787532788347,98.0,（苏）格罗莫夫著,上海译文出版社有限公司,2022,上海,"14,526页",I512.45,1,0,1,7.94,Literature
好玩的生物学 : 陪中学生一起阅读生命,9787302564133,58.0,张超 (生物学) 编著,清华大学出版社,2020,北京,239页 : 图,G633.913,0,0,0,,General / Misc
如何从头开始做一个苹果派,9787521743951,68.0,（英）克利夫著,中信出版集团股份有限公司,2022,北京,"13,340页",O572.2,1,0,1,166.65,Science
如何成为幸福的有钱人,9787542673831,59.0,(日)和田裕美著　英尔岛译,上海三联书店,2022,上海,158,F014.41,1,0,1,96.11,Social Sciences
如果我们的语言是威士忌,9787532763238,45.0,(日)村上春树,上海译文出版社,2018.09   ,上海,105页     ,I313.65,1,0,1,0.99,Literature
始于极限 : 女性主义往复书简,9787513349369,59.0,(日)上野千鹤子 (1948~) 著,新星出版社,2022,北京,295页,C913.68-49,1,0,1,39.2,General / Misc
字母表谜案 ,9787555911425,42.0,"(日)大山诚一郎 (Oyama, Seiichiro, 1971~) 著", 河南文艺出版社, 2021,郑州 ,283页 ,I313.45,1,0,1,76.78,Literature
孤独美食家 ,9787540453190,49.0,(日)村上龙 (1952.2~) 著, 湖南文艺出版社, 2013,长沙 ,286页 ,I313.45,0,0,0,,Literature
宇宙发展史概论 ,9787301267608,59.0,"(德)康德 (Kant, Immanuel 1724~1804) 著", 北京大学出版社, 2016,北京 ,142页 : 图，照片 ,P159.3,0,0,0,,General / Misc
宋辽金夏:刀锋上的文明,9787545531688,69.0,梅毅著,天地出版社,2017.10   ,成都,548页     ,K246.09,0,0,0,,Social Sciences
"宗教改革史. 上卷, 德国的宗教改革，从开始到奥格斯堡宗教和约 ",9787100133753,77.0,"(英)林赛 (Lindsay/Lyndsay,Sir David 1490~1555) 著", 商务印书馆, 2017,北京 ,"12,564页 ",B979.5,0,0,0,,General / Misc
"宗教改革史. 下卷, 瑞士、法国、尼德兰、苏格兰及英格兰的宗教改革，再洗礼派及索齐尼派运动，反宗教改革 ",9787100133777,89.0,(英)林赛 著, 商务印书馆, 2017,北京 ,681页 ,B979.5,0,0,0,,General / Misc
宗教社会学,9787301262788,45.0,孙尚扬著,北京大学出版社,2015,北京,342页,B920,1,0,1,163.02,General / Misc
审美人类学,9787503971327,128.0,向丽著,文化艺术出版社,2022,北京,624页,B83-05,1,0,1,61.96,General / Misc
密室收藏家,9787539981635,36.0,（日）大山诚一郎著,江苏凤凰文艺出版社,2017,南京,225页,I313.45,2,0,2,24.21,Literature
寻羊冒险记,9787532765492,46.0,(日)村上春树著,上海译文出版社,2014.05   ,上海,366页     ,I313.45,1,0,1,70.01,Literature
导演课,9787221172310,78.0,（英）亚历山大·麦肯德里克著 ,贵州人民出版社 ,2022.11,贵阳 ,"33,282页 ",J911,1,0,1,40.99,Arts
小径分岔的花园,9787532773206,39.0,(阿根廷)博尔赫斯著;王永年等译,上海译文出版社,2017.01   ,上海,99页      ,I783.15,0,0,0,,Literature
尤利西斯,9787559420596,56.0,(爱尔兰)乔伊斯著;萧乾等译,江苏凤凰文艺出版社,2018.11   ,南京,1009页    ,I562.45,0,0,0,,Literature
局外人,9787532751471,22.0,(法)加缪著;柳鸣九译,上海译文出版社,2015.04   ,上海,128页     ,I565.45,0,0,0,,Literature
布雷顿森林货币战,9787111626305,79.0,（美）斯泰尔著,,,,,F827.12,1,0,1,67.84,Social Sciences
平面设计完全手册,9787530470954,89.0,(德)韦格著,北京科学技术出版社,2017.02   ,北京,470页     ,J506,2,2,4,45.11,Arts
幽默,9787511740663,48.0,（英）伊格尔顿著,中央编译出版社,2022,北京,170页,C912.3,1,0,1,17.18,General / Misc
广告说服力,9787100118798,158.0,（美）阿姆斯特朗著,商务印书馆,2016,北京,"18,454页",F713.80,1,0,1,10.99,Social Sciences
应用STATA做统计分析 : 更新至STATA12 : 原书第8版,9787302466659,79.8,"(美)劳伦斯·C. 汉密尔顿 (Hamilton, Lawrence C.) 著", 清华大学出版社, 2017,北京 ,"13,425页 ",C819,1,0,1,163.73,General / Misc
庭院深处，是哪辆镀铬把手的小自行车？,9787305249624,45.0,（法）佩雷克著,南京大学出版社,2022,南京,"10,118页",I565.45,1,0,1,0.89,Literature
康德 ,9787108065490,32.0,"库尔-旺特 (Kul-Want, Christopher) (英) 文", 生活·读书·新知三联书店, 2019,北京 ,177页 : 图 ,B516.31,1,1,2,55.0,General / Misc
弗雷格 ,9787100149914,85.0,(英)达米特 著, 商务印书馆, 2017,北京 ,"47,954页 ",B516.59,1,0,1,130.72,General / Misc
当代科学事实的争论研究,9787552039580,88.0,张帆著,上海社会科学院出版社,2022,上海,276页,N02,1,0,1,0.0,General / Misc
彷徨之刃,9787544276207,39.5,(日)东野圭吾著,南海出版公司,2015.04   ,海口,327页     ,I313.45,1,0,1,66.14,Literature
微暗的火,9787532780693,63.0,（美）纳博科夫著,上海译文出版社有限公司,2019,上海,378页,I712.45,1,0,1,11.12,Literature
心理学 ,9787108052742,28.0,"(英)班森 (Benson, Nigel C.) 文", 生活·读书·新知三联书店, 2016,北京 ,177页 : 图 ,B84,1,0,1,0.79,General / Misc
心理学之书,9787562494669,88.0,"(美)皮克伦著;杨文登,殷融,苏得权译;叶浩生",重庆大学出版社,2016.02   ,重庆,266页     ,B84-49,2,0,2,6.52,General / Misc
心理治疗为什么有用,9787519299118,59.0,（美）科佐利诺著,世界图书出版有限公司北京分公司,2023,北京,256页,R749.055,1,0,1,12.22,General / Misc
怨女,9787530218723,55.0,张爱玲著,北京十月文艺出版社,2019.03,,290,I246.7,1,0,1,253.97,Literature
悉达多,9787201112695,32.0,(德)黑塞著 姜乙译,天津人民出版社,2017.01   ,天津,137页     ,I516.45,0,0,0,,Literature
悖论与谬误 ,9787542872326,55.0,"(美)马丁·加德纳 (Gardner, Martin) 著", 上海科技教育出版社有限公司, 2020,上海 ,245页 : 图 ,O1-49,1,0,1,48.35,Science
情节线,9787300301341,45.0,"(美)简·K. 克莱兰 (女，Cleland, Jane K.) 著",中国人民大学出版社,2022,北京,230页,I054,0,0,0,,Literature
惊艳一击：数理史上的绝妙证明,9787521311532,69.0,曹则贤 (1966~) 著, 外语教学与研究出版社, 2019,北京 ,277页 : 图，照片 ,O-091,1,0,1,121.13,Science
想象一朵未来的玫瑰：佩索阿诗选,9787521700381,59.8,（葡）佩索阿著,中信出版社,2019.4,,282,I552.25,1,0,1,39.95,Literature
惶然录,9787532172092,68.0,佩索阿,上海文艺出版社,2019,上海,"10,405页",I552.65,1,1,2,56.33,Literature
意大利,9787503194757,128.0,澳大利亚LonlyPlanet公司编,中国地图出版社,2016.11   ,北京,1068页    ,K954.69,0,0,0,,Social Sciences
慕夏,9787805019772,128.0,(日)佐藤智子 (女) 著, 北京美术摄影出版社, 2017,北京,95页 : 图，照片 ,J205,0,0,0,,Arts
戏剧概论,9787220109010,49.8,"(日)河竹登志夫著;陈秋峰,杨国华译",四川人民出版社,2018.09   ,成都,303页     ,J80,1,0,1,240.01,Arts
我从未如此眷恋人间,9787552706673,49.8,史铁生,读者出版社,2022,兰州,252页,I266,1,0,1,252.02,Literature
我们的乐队也可以成为你的生活,9787542675415,88.0,阿泽拉德著,上海三联书店,2022,上海,634页,J609.712,0,0,0,,Arts
我想和你谈谈精神病人的世界,9787543987135,59.8,(韩)理端 著,上海科学技术文献出版社,2023,上海,269页,R749,1,0,1,1.85,General / Misc
我是猫,9787533942236,39.8,(日)夏目漱石著;曹曼译,浙江文艺出版社,2015.06   ,杭州,494页     ,I313.44,0,0,0,,Literature
我的心迟到了：佩索阿情诗,9787533962418,98.0,"（葡）佩索阿 (Pessoa, Fernando Antonio Nogueira) (1888-1935)著",浙江文艺出版社,2020,杭州,210页,I552.25,1,0,1,31.96,Literature
我需要去看心理医生吗？,9787519283698,58.0,（英）波特利著,世界图书出版有限公司北京分公司,2022,北京,300页,R395.6,1,0,1,,General / Misc
房间里的大象 ,9787521727258,49.0,(以)泽鲁巴维尔著,中信出版社,2021,北京,183页,C912.6,1,0,1,3.23,General / Misc
技术哲学讲演录,9787300232317,38.0,吴国盛著,中国人民大学出版社,2016,北京,252页,N02,1,0,1,0.12,General / Misc
"技术的本质:技术是什么,他是如何进化的",9787213087912,79.9,"(美)阿瑟著;曹东溟,王健译",浙江人民出版社,2018.06   ,杭州,259页     ,N0,2,0,2,0.11,General / Misc
把自己作为方法 : 与项飙谈话,9787532176953,48.0,项飚 (1972~) 著,上海文艺出版社,2020,上海,308页,C958-53,1,0,1,27.92,General / Misc
抑郁、焦虑和药物的那些事,9787522901213,109.9,（加）斯莱特著,中国纺织出版社有限公司,2023,北京,277页,R964,2,0,2,3.06,General / Misc
抑郁躯体化的跨文化研究,9787576601220,45.0,周晓璐著,东南大学出版社,2022,南京,120页,R749.4,1,1,2,2.14,General / Misc
挪威的森林,9787532765546,56.0,(日)村上春树著,上海译文出版社,2014.05   ,上海,398页     ,I313.45,1,0,1,27.84,Literature
摆渡人,9787550013247,36.0,(英)麦克福尔著;付强译,百花洲文艺出版社,2015.06   ,南昌,274页     ,I561.45,0,0,0,,Literature
摆脱内心的白熊,9787300314990,89.0,（美）阿布拉莫维茨著,中国人民大学出版社,2023,北京,"14,335页",R749.99,1,1,2,3.94,General / Misc
改变历史的香料商人,9787557024833,72.0,（英）米尔顿著,广东旅游出版社,2021,广州,342页,I561.45,1,0,1,68.22,Literature
改变心理学的4项研究 ,9787115527073,88.0,"(美)霍克 (Hock, Roger R.) 著", 人民邮电出版社, 2020,北京 ,"22,374页 : 图，照片 ",B84,1,0,1,0.14,General / Misc
改变心理学的4项研究:第7版,9787115472342,48.0,(美)霍克著　白学军译,人民邮电出版社,2018,北京,424,B84,1,0,1,121.13,General / Misc
政治经济学的特征与逻辑方法,9787100121040,28.0,(英)凯尔恩斯著,商务印书馆,2016,北京,182页,F0,1,0,1,0.74,Social Sciences
政治经济学的范围与方法,9787100129787,30.0,"（英）凯恩斯 (Keynes, John Neville)著",商务印书馆,2017,北京,244页,F0,1,0,1,0.8,Social Sciences
教育研究方法:专题与案例,9787561755211,40.0,刘良华著,华东师范大学出版社,2007.07   ,上海,334页     ,G40-034,1,0,1,0.78,General / Misc
数学 ,9787544745239,39.0,"(英)蒂莫西·高尔斯 (Gowers, Timothy) 著", 译林出版社, 2014,南京 ,"139,140页 : 图 ",O1-0,2,0,2,0.78,Science
数学史,9787520007306,99.0,(美)卡约里著,中国大地出版社,2022,北京,541页,O11,1,0,1,44.01,Science
数学史话 ,9787543978140,88.0,王渝生 (1943.8~) 编著, 上海科学技术文献出版社, 2019,上海 ,320页 : 图 ,O112-49,1,0,1,44.01,Science
数学哲学 ,9787535295330,58.0,张景中 (1936~) 著, 湖北科学技术出版社, 2017,武汉 ,229页 ,O1-0,1,0,1,107.84,Science
数学建模,9787111479529,99.0,(美)吉奥丹诺著;叶其孝译,机械工业出版社,2014.10   ,北京,484页     ,O141.4,0,0,0,,Science
数学思想与文化 ,9787030449696,45.0,张若军 (数学) 编著, 科学出版社, 2015,北京 ,238页 : 照片，图 ,O1-0,1,0,1,0.81,Science
数学猜想与发现,9787030326393,48.0,徐品方著,科学出版社,2012,北京,236页,O1-49,1,0,1,0.94,Science
数学的语言 : 化无形为可见,9787559828804,56.0,"(美)齐斯·德福林 (Devlin, Keith J. 1947~) 著",广西师范大学出版社,2020,桂林,370页 : 图,O1-49,1,0,1,13.98,Science
数学简史,9787508679464,58.0,蔡天新著,中信出版社,2017.10(20,北京,322页     ,O11-49,2,0,2,7.46,Science
数理化通俗演义 上,9787559610942,34.0,梁衡 (1946~) 著, 北京联合出版公司, 2018,北京 ,"2册(10,228",I247.4,2,0,2,107.11,Literature
数理化通俗演义 下,9787559610942,34.0,梁衡 (1946~) 著, 北京联合出版公司, 2018,北京 ,"2册(10,228",I247.4,2,0,2,107.11,Literature
文城,9787530221099,59.0,余华著,北京十月文艺出版社,2021,北京,348页,I247.5,0,0,0,,Literature
文学批评入门,9787576004441,54.0,汤拥华 (1976~) 著,华东师范大学出版社,2020,上海,300页,I06,1,0,1,136.63,Literature
文学理论 ,9787213077272,60.0,"(美)韦勒克 (Wellek, Rene 1903~1995) 著", 浙江人民出版社, 2017,杭州 ,"23,343页 ",I0,1,0,1,0.63,Literature
文学解读基础,9787533471941,70.0,孙绍振,福建教育出版社,2018.03   ,福州,464页     ,I04,0,0,0,,Literature
料理图鉴,9787535676238,70.0,(日)越智登代子著　(日)平野惠理子绘　杨晓婷译,湖南美术出版社,2018,长沙,383,TS972.11,1,0,1,96.11,Science
斯普特尼克恋人,9787532765515,56.0,(日)村上春树著,上海译文出版社,2014.05   ,上海,282页     ,I313.45,1,0,1,112.38,Literature
斯泰尔斯庄园奇案,9787513341813,42.0,(英)克里斯蒂著,新星出版社,2020,北京,201页,I561.45,0,0,0,,Literature
新音乐的哲学,9787100198981,68.0,（德）阿多诺著,商务印书馆,2022,北京,270页,J60-02,1,0,1,104.33,Arts
无人生还,9787513335287,49.0,9英克里斯蒂著,新星出版社,2019,北京,280页,I561.45,1,0,1,41.07,Literature
既爱又恨 : 走近边缘型人格障碍,9787300272696,75.0,"(美)杰罗德·J.克雷斯曼 (Kreisman, Jerold) 著",中国人民大学出版社,2020,北京,"21,274页",R749.91,0,0,0,,General / Misc
昨日的世界,9787532777150,49.0,(奥)茨威格著;徐友敬等译,上海译文出版社,2018.06   ,上海,444页     ,K835.215.6,1,0,1,51.11,Social Sciences
晓寺,9787559646859,56.0,(日)三岛由纪夫著,北京联合出版公司,2021,北京,394页,I313.45,1,0,1,127.0,Literature
普林斯顿概率论读本 ,9787115543776,139.0,"(美)史蒂文·J.米勒 (Miller, Steven J.) 著", 人民邮电出版社, 2020,北京 ,"17,645页 : 图，照片 ",O211,0,0,0,,Science
普通物理学·上册,9787040200591,34.0,"程守洙,江之永主编;胡盘新,汤毓骏,钟季康修",高等教育出版社,2006.12   ,北京,452页     ,O4,0,0,0,,Science
月亮和六便士,9787532749003,48.0,(英)毛姆著　傅惟慈译,上海译文出版社,2009,上海,347,I561.45,1,0,1,21.06,Literature
望春风,9787544762588,48.0,格非著,译林出版社,2016.07   ,南京,393页     ,I247.5,1,0,1,30.12,Literature
机器学习 ,9787302423287,88.0,周志华 (1973.11~) 著, 清华大学出版社, 2016,北京 ,"14,425页 ",TP181,0,0,0,,Science
机器学习实战 : 基于Scikit-Learn、Keras和TensorFlow,9787111665977,149.0,"(法)奥雷利安·吉翁 (Géron, Aurélien) 著",机械工业出版社,2020,北京,676页 : 图,TP181,1,0,1,159.71,Science
杀死一只知更鸟:纪念版,9787544722766,32.0,(美)李著;高红梅译,译林出版社,2015.09   ,南京,346页     ,I712.45,1,0,1,0.0,Literature
极端的年代:1914-1991,9787508674629,128.0,(英)霍布斯鲍姆著;郑明萱译,中信出版社,2017.08   ,北京,724页     ,K1,1,0,1,57.98,Social Sciences
柏拉图的数学哲学,9787220126185,76.0,(瑞典)韦德博格著,四川人民出版社,2022,成都,198,O1-0,1,0,1,0.11,Science
毕业,9787544294126,49.5,(日)东野圭吾著;黄真译,南海出版公司,2019.3    ,海口,266页     ,I313.45,2,0,2,21.82,Literature
汉英词典,7560013252,69.9,"北京外国语大学,英语系词典组编",外语教学与研究出版社,1997.9    ,北京,1752页    ,H316,1,0,1,0.14,Language
沙盘游戏疗法儿童心理案例精析,9787523604687,89.0,余文玉 著,中国科学技术出版社 ,2024,北京 ,277页 ,B844.1,1,0,1,0.0,General / Misc
洛丽塔,9787532738151,39.0,(美)弗拉基米尔·纳博科夫著,上海译文出版社,2015.11   ,上海,503页     ,I712.45,1,0,1,36.28,Literature
活下去的理由 ,9787210097143,38.0,"(英)马特·海格 (Haig, Matt 1975~) 著", 江西人民出版社, 2018,南昌 ,227页 ,I561.65,1,1,2,25.7,Literature
流俗地 ,9787530221280,55.0,(马来)黎紫书 (女， 1971~) 著, 北京十月文艺出版社, 2021,北京 ,"29,476页 : 彩照 ",I338.45,1,0,1,35.23,Literature
海明威短篇小说全集.上,9787532781560,69.0,(美)海明威(Ernest Hemingway)著 陈良廷，蔡慧等译,上海译文出版社有限公司,2019,上海,2册(987页),I712.45,0,0,0,,Literature
清洁女工手册 ,9787530221426,69.0,"(美)露西亚·伯林 (Berlin, Lucia 1936.11~2004.11) 著", 北京十月文艺出版社, 2021,北京 ,"20,450页 ",I712.45,1,0,1,84.74,Literature
"游艺黑白 : 世界钢琴家访谈录. 3, 1954-1965",9787559821034,74.5,焦元溥 (1978~) 著, 广西师范大学出版社, 2019,桂林 ,479页 : 照片 ,J624.19,0,0,0,,Arts
"游艺黑白 : 世界钢琴家访谈录. 4, 1968-199",9787559821034,74.5,焦元溥 (1978~) 著, 广西师范大学出版社, 2019,桂林 ,479页 : 照片 ,J624.19,0,0,0,,Arts
潘家洵译易卜生戏剧,9787020097678,76.0,(挪威)易卜生著;潘家洵译,人民文学出版社,2015.04   ,北京,576页     ,I533.34,0,0,0,,Literature
烧纸,9787307207004,58.0,（韩）李沧东著,武汉大学出版社,2020,武汉,310页,I312.645,1,0,1,21.21,Literature
牛津袖珍英汉双解词·第11版,9787521300628,75.9,(英)莫里斯·韦斯主编,外语教学与研究出版社,2018.05   ,北京,1562页    ,H316,1,0,1,0.14,Language
牛虻,9787532778317,30.0,(爱尔兰)伏尼契著,上海译文出版社,2018.06   ,上海,351页     ,I562.44,1,0,1,5.29,Literature
牛蛙,9787510857720,39.8,胡迁著,九州出版社,2017.7    ,北京,294页     ,I247.5,1,0,1,40.06,Literature
犯罪心理学 ,9787559436108,59.0,"(英)格罗斯 (Gross, Hans 1847~) 著", 江苏凤凰文艺出版社, 2019,南京 ,"15,414页 ",D917.2,1,0,1,58.58,Social Sciences
狭义与广义相对论浅说 ,9787100135825,15.0,"(美)爱因斯坦 (Einstein, Albert 1879~1955) 著", 商务印书馆, 2017,北京 ,108页 : 照片 ,O412.1,0,0,0,,Science
猎人笔记,9787544775809,38.0,(俄罗斯) 屠格涅夫 著, 译林出版社,2019,南京,327页,I512.44,1,0,1,16.67,Literature
"猎魔人. 卷一, 白狼崛起 ",9787229151485,72.8,"(波)安杰伊·萨普科夫斯基(Sapkowski, Andrzej 1948~) 著", 重庆出版社, 2020,重庆 ,308页 : 图 ,I513.45,0,0,0,,Literature
猫和狗的生活哲学,9787572604164,65.0,简单心理著,湖南文艺出版社,2022,长沙,294,B821-49,1,0,1,62.66,General / Misc
现代汉语修辞学 ,9787309146752,45.0,吴礼权 (1964~) 著, 复旦大学出版社有限公司, 2020,上海 ,551页 ,H15,1,0,1,15.09,Language
现代生物学发展史,9787030685292,98.0,（英）恩德斯比著,科学出版社,2021,北京,"11,318页",Q-091,1,0,1,0.74,Science
现代科学简史：从蒸汽机到??求偶,9787121350214,89.0,"(英)大卫·奈特 (Knight, David) 著", 电子工业出版社, 2018,北京 ,"10,392页 : 图 ",N091-49,1,0,1,16.02,General / Misc
现代艺术,9787534480775,88.0,(美)夏皮罗, 江苏凤凰美术出版社, 2015,南京 ,359页 : 图 ,J0,2,0,2,7.06,Arts
现代高级英汉·汉英类义联想词典,7535128629,98.0,胡汉舫,湖北教育出版社,2002.1    ,武汉,1718页    ,H316,1,0,1,0.14,Language
理解与治疗双相情感障碍,9787552026603,50.0,"(法)米拉贝尔-萨容 (Mirabel-Sarron, Christine) 著",上海社会科学院出版社,2020,上海,291页,R749.405,0,0,0,,General / Misc
理论与真理,9787030401229,58.0,（美）斯克拉著,科学出版社,2014,北京,"10,174页",N02,1,0,1,0.03,General / Misc
瓦尔登湖,9787201082134,39.8,(美)梭罗著,天津人民出版社,2014.08   ,天津,307页     ,I712.64,0,0,0,,Literature
