Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
The remains of the day,9780571322732.0,49.0,"Ishiguro, Kazuo",Faber and Faber,,London,258,823.914,1,0,1,24.01,Literature
The return of the king : being the third part of The lord of the rings,9780007488346.0,21.0,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973",HarperCollins,2002,London,1567,823.912,1,0,1,0.98,Literature
The three Theban plays,9780140444254.0,62.0,"Sophocles; Fagles, Robert; Knox, Bernard, 1914-2010",penguin uk,,UK,430,882.01,1,0,1,1.7,Literature
The time keeper,9780751541182.0,75.0,"Albom, Mitch 1958-",Sphere,2013,UK,238,813.6,1,0,1,,Literature
The two towers; : being the second part of The Lord of the rings,9780007488322.0,21.0,"Tolkien, J. R. R. (John Ronald Reuel), 1892-1973",HarperCollins,2002,London,971,823.912,1,0,1,0.98,Literature
The woman in white,9780141389431.0,35.0,"Collins, Wilkie, 1824-1889; Sutherland, John, 1938-; Sweet, Matthew; Sucksmith, Harvey Peter",Penguin UK,2012,UK,718,823.8,4,1,5,45.23,Literature
TheDiaryofaYoungGirl,9780553577129.0,31.0,Anne Frank,Bantam,1997-03-01,美国,,940.534,0,0,0,,Social Sciences
"Thinking, fast and slow",9780141033570.0,55.0,"Kahneman, Daniel, 1934-; Kahneman, Daniel, 1934-",Penguin UK,2012,UK,499,153.42,1,0,1,,General / Misc
This Is Shakespeare: How to Read the Worlds Greatest Playwright (Pelican Books),9780241361634.0,51.0,Emma Smith,Pelican,2020-04-02,英国,,822.33,0,0,0,,Literature
To Be A Machine,9781101911594.0,53.0,Mark OConnell,Anchor Books,2018-01-16,美国,,306.46,1,0,1,40.66,Social Sciences
To kill a mockingbird,9780446310789.0,0.0,"Lee, Harper",rand Central Publishing,1982      ,New York,376p.     ,813.54,0,0,0,,Literature
To the Lighthouse (PMC) Virginia Woolf,9780141183411.0,29.0,Virginia Woolf,Penguin UK,2000-10-26,英国,,823.91,1,0,1,,Literature
Treasure Island,9781847494863.0,32.0,"Stevenson, Robert Louis",Alma Books,2016-12-01,英国,,823.8,2,0,2,22.43,Literature
Trump: How to Get Rich,9780345481030.0,35.0,Donald J. Trump,Random House US,2004-12-28,美国,,650,1,0,1,4.91,Science
"Tuesdays with Morrie : an old man, a young man, and life's greatest lesson",9780385496490.0,60.0,"Albom, Mitch",Random House,1997,New York,192,378.120,1,0,1,29.24,Social Sciences
Twilight ,9781907410482.0,75.0,"Meyer, Stephenie,","Atom,",2010      ,London,434 pages ,813.6,1,0,1,20.0,Literature
Under the Knife: A History of Surgery in 28 Remarkable Operations,9781473633681.0,51.0,Arnold van de Laar,John Murray Publisher,2018-11-01,英国,,617,0,0,0,,Science
"Unnatural selection : choosing boys over girls, and the consequences of a world full of men",9781586488505.0,164.0,"Hvistendahl, Mara",PublicAffairs,2011      ,New York,314页     ,304.660,0,0,0,,Social Sciences
Unraveller,9781529080407.0,100.0,"Hardinge, Frances",Pan Macmillan,2022-09-01,,416,823.92,1,1,2,89.64,Literature
Vanity fair,9780008324209.0,32.0,"Thackeray, William Makepeace, 1811-1863; Dames, Nicholas, 1970-; Stewart, J. I. M. 1906-1994; Ridley, M. R. 1890-1969",Harper Collins UK,2018,UK,918,823.8,1,0,1,0.98,Literature
WESTERN CIVILIZATION:SECOND EDITION,395870682.0,12.0,,[出版者不详],          ,[出版地不,656页     ,IB-3-AS-1,0,0,0,,Social Sciences
Watching the English: The International Bestseller Revised and Updated,9781444785203.0,55.0,Kate Fox,Hodder,2014-10-23,英国,,306.094,1,1,2,55.8,Social Sciences
Waves,9780241372081.0,55.0,"Woolf, Virginia",Penguin Books Ltd,2019-04-04,,288,823.912,1,0,1,123.96,Literature
What You Can See From Here,9781526638540.0,56.0,Nicole Krauss,Bloomsbury UK,2021-07-22,英国,,833.92,1,0,1,24.0,Literature
Where the crawdads sing,9781472154668.0,75.0,"Owens, Delia",Corsair,2018,UK,370,813.6,1,0,1,161.01,Literature
Why Didnt They Ask Evans?,9780008196288.0,36.0,Agatha Christie,Harper Collins UK,2017-04-20,英国,,823.91,1,0,1,9.14,Literature
Word Cloud Classics: Frankenstein,9781607109457.0,61.0,Mary Shelley,Canterbury Classics,2013-10-15,美国,,823.7,0,0,0,,Literature
Word Cloud Classics: The Age Of Innocence,9781626860568.0,44.0,Edith Wharton,Canterbury Classics,2014-05-01,美国,,813.52,2,0,2,60.54,Literature
Wordsworth Collectors Editions：Great Expectations,9781840228014.0,38.0,Charles Dickens,Wordsworth,2020-09-02,英国,,823.8,2,1,3,94.59,Literature
Wordsworth: Jane Eyre,9781853260209.0,13.0,Bronte,Wordsworth,1992-05-05,英国,,823.8,1,0,1,271.39,Literature
Wordsworth: Little Prince,9781853261589.0,13.0,Saint-Exupery,Wordsworth,2010-11-01,英国,,843.912,1,0,1,19.0,Literature
Wordsworth: Social Contract,9781853267819.0,20.0,Jean-Jacques Roussea,Wordsworth,1998-03-05,英国,,320.01,1,0,1,38.94,Social Sciences
Workbook Mathematics HL,9789881686862.0,218.0,Tim Lee,Cana Academy Limited,2013      ,H.K,149p.     ,IB-5-M-1,1,0,1,,Mathematics
Workbook for the new I.B.Economics,9780986894404.0,132.7,Bryce McBride,Croecko Publishing,2011      ,Canada,184页     ,IB-3-EB-8,0,0,0,,Social Sciences
You Are Not Alone,9781529010770.0,35.0,"Greer Hendricks , Sarah Pekkanen",Pan Macmillan,2021-02-02,英国,,813.6,0,0,0,,Literature
cambridge as & a level further math 1 student's book,9781510421783.0,238.0,"Sophie Goldie, Rose Jewell",Hodder,2018.03,英国,198,AL-5-M-1,1,0,1,,General / Misc
cambridge as & a level further math 2 student's book,9781510421790.0,238.0,"Rose Jewell, Jean-Paul Muscat",Hodder,2018.03,英国,198,AL-5-M-1,1,0,1,,General / Misc
kandinsky,9783836507462.0,87.0,Hajo Düchting,TASCHEN,2015-11-06,德国,,759.70,1,0,1,0.14,Arts
never let me go,9780571224142.0,35.0,Kazuo Ishiguro,Faber and Faber,2006-03-14,英国,,823.91,2,0,2,18.01,Literature
physics for the IB diploma exam preparation guide,9781107495753.0,260.0,K.Asokos,Cambridge University Pre,2016      ,New York,271p.     ,IB-4-PH-5,0,0,0,,Science
physics workbook with CD-ROM,9781316634929.0,167.0,Mark Farrington,Cambridge University Pre,2017      ,New York,242p.     ,IB-4-PH-5,1,1,2,,Science
the five people you meet in heaven,9780751536140.0,34.0,"Albom, Mitch",SPHERE,          ,,231页     ,813.6,1,0,1,1.98,Literature
“文学爆炸”亲历记,9787020164462.0,36.0,(智)多诺索著,人民文学出版社,2021,北京,"10,172页",I784.55,1,0,1,13.93,Literature
“错误”的行为,9787508684512.0,69.0,(美)塞勒著,中信出版集团股份有限公司, 2018,北京 ,"31,417页 ",F069.9-49,2,0,2,42.99,Social Sciences
“鸟人”应该知道的鸟问题,9787301312315.0,64.0,"(美)劳拉·埃里克森 (Erickson, Laura) 著",北京大学出版社,2020,北京,372页 : 彩图,Q959.7-49,1,0,1,3.13,Science
一个人暖呼呼,9787550289215.0,49.9,（日）高木直子著,北京联合出版公司,2016,北京,173页,J238.2,1,1,2,57.85,Arts
一个人的美食跑跑跑,9787535666031.0,45.0,(日)高木直子编,湖南美术出版社,2013（2018重印）,长沙,169页,J238.2,1,0,1,,Arts
一个女人的故事,9787208178311.0,38.0,"(法)埃尔诺 (Ernaux, Anne 1940~) 著",上海人民出版社,2022,上海,79页,I565.45,1,0,1,7.08,Literature
一个女孩的记忆,9787208178335.0,48.0,（法）埃尔诺著,上海人民出版社,2022,上海,139页,I565.45,1,0,1,0.79,Literature
一句顶一万句,9787536097261.0,68.0,刘震云 著,花城出版社,2022,广州,620页；彩照,I247.5,1,0,1,64.64,Literature
一地鸡毛,9787536096608.0,60.0,刘震云 著,花城出版社,2022,广州,503页,I247.7,1,0,1,231.88,Literature
一战史 ,9787301297995.0,98.0,"(英)基根 (Keegan, John 1934~2012) 著", 北京大学出版社, 2018,北京 ,429页 : 图，照片 ,K143,1,1,2,73.03,Social Sciences
一本小小的逻辑书,9787522903019.0,55.0,杨波著,中国纺织出版社有限公司,2023,北京,208页,B81-49,0,0,0,,General / Misc
一桩事先张扬的凶杀案,9787544292467.0,39.5,(哥伦)马尔克斯著,南海出版公司,2018.8,,140,I775.45,1,0,1,5.97,Literature
一间自己的房间,9787572225482.0,42.0,（英）吴尔夫著,浙江教育出版社,2021,杭州,"36,282页",I106,1,0,1,41.98,Literature
丁玲小说 梦珂,7532522768.0,13.4,周伟鸿编选,上海古籍出版社,1997.10   ,上海,205页     ,I246.7,1,0,1,75.82,Literature
丁玲集,7501514747.0,15.5,丁玲,知识出版社,          ,,207页     ,I266,1,0,1,75.82,Literature
万历十五年,9787101101621.0,65.0,(美)黄仁宇著,中华书局,2014.08   ,北京,387页     ,K248.307,1,0,1,38.98,Social Sciences
万尼亚舅舅·三姊妹·樱桃园,9787532766642.0,56.0,契诃夫,上海译文出版社,2014.09   ,上海,288页     ,I512.34,1,0,1,5.8,Literature
万物归一,9787559823168.0,45.0,（美）狄勒德著,广西师范大学出版社,2022,桂林,110页,I712.65,3,1,4,3.47,Literature
三体Ⅲ,9787229030933.0,38.0,刘慈欣,重庆出版社,2010.11   ,重庆,513页     ,I247.5,1,0,1,17.01,Literature
三匹马,9787533955663.0,45.0,莫言著,浙江文艺出版社,2019,杭州,259页,I247.7,1,0,1,19.04,Literature
三十六大,9787533935030.0,36.0,冯唐著,浙江文艺出版社,2012.11   ,杭州,186页     ,I267.1,0,0,0,,Literature
三四郎,9787532773725.0,59.0,（日）夏目漱石著,上海译文出版社,2017,上海,261页,I313.45,1,0,1,,Literature
三国演义. 上,9787101067316.0,47.0,(明)罗贯中 (1330?~1400?) 著, 中华书局, 2009,北京 ,2册(721页) ,I242.4,1,1,2,,Literature
三国演义.上,9787020008728.0,20.0,(明)罗贯中著,人民文学出版社,2017.05   ,北京,463-990页 ,I242.4,3,1,4,33.5,Literature
三国演义.下,9787020008728.0,19.5,(明)罗贯中著,人民文学出版社,2017.05   ,北京,463-990页 ,I242.4,1,0,1,86.96,Literature
三幕悲剧,9787513332538.0,39.0,（英）克里斯蒂著,新星出版社,2018.11,,236页,I561.45,1,0,1,14.29,Literature
不会吧，真有人研究这个 ,9787559646224.0,60.0,(法)克罗著, 北京联合出版公司, 2021,北京 ,"11,240页 ",Z228,0,0,0,,General / Misc
不再等待戈多,9787550733145.0,38.0,贝瑟里著,海天出版社,2022,深圳,226页,I565.45,1,0,1,6.84,Literature
不原谅也没关系,9787571425517.0,89.0,(美)沃克著,北京科学技术出版社,2023,北京,344页,R749.05,1,0,1,61.96,General / Misc
不可不知的36种电子元器件,9787115440969.0,49.0,张晓东著, 人民邮电出版社, 2017,北京 ,266页 : 图 ,TN-49,1,0,1,77.71,Science
不安之书,9787559656797.0,78.0,佩索阿著,北京联合出版公司,2022,北京,488页,I552.65,1,0,1,11.13,Literature
"不完美,才美",9787550267381.0,55.0,海蓝博士著,北京联合出版公司,2016.01   ,北京,245页     ,B821-49,1,0,1,52.65,General / Misc
不平等社会：从石器时代到21世纪，人类如何应对不平等,9787521704495.0,98.0,"(美)沃尔特·沙伊德尔 (Scheidel, Walter) 著", 中信出版集团股份有限公司, 2019,北京 ,"21,501页 ",F036,1,0,1,,Social Sciences
不朽,9787532789900.0,79.0,（法）昆德拉著,上海译文出版社有限公司,2022,上海,468页,I565.45,1,0,1,6.0,Literature
不能承受的生命之轻,9787532766635.0,88.0,昆德拉著,上海译文出版社,2014.08   ,上海,427页     ,I565.45,2,0,2,133.09,Literature
与社会学同游 ,9787301247099.0,33.0,(美)伯格著, 北京大学出版社, 2014,北京 ,"27,241页 : 照片 ",C91,1,0,1,,General / Misc
与神作战,9787520156134.0,65.0,(英)惠特马什著,社会科学文献出版社·甲骨文工作室(分社),2020,北京,355页,B91,1,0,1,0.73,General / Misc
世界上最简单的会计书 ,9787111442585.0,49.0,"(美)达雷尔·穆利斯 (Mullis, Darrell) 著", 机械工业出版社, 2013,北京 ,200页 ,F230,1,1,2,,Social Sciences
世界历史上的蒙古征服,9787513916387.0,68.0,(美)梅天穆著,民主与建设出版社,2017.10   ,北京,377页     ,K13,1,0,1,2.79,Social Sciences
世界尽头的咖啡馆 ,9787201146171.0,45.0,"(美)施特雷勒基 (P. Strelecky, John 1969~) 著", 天津人民出版社, 2019,天津 ,122页 ,B821-49,1,0,1,20.19,General / Misc
世界摄影史,9787551429993.0,39.0,顾铮著,杭州 浙江摄影出版社 2020,2020,杭州,195,J409.1,1,0,1,98.2,Arts
世界的凛冬1,9787539999074.0,44.0,(英)福莱特著,江苏凤凰文艺出版社,2017.2    ,南京,341页     ,I561.45,1,0,1,41.57,Literature
世界的凛冬·Ⅱ,9787539999074.0,44.0,(英)福莱特著,江苏凤凰文艺出版社,2017.2    ,南京,397页     ,I561.45,1,0,1,41.57,Literature
世界的凛冬·Ⅲ,9787539999074.0,44.0,(英)福莱特著,江苏凤凰文艺出版社,2017.2    ,南京,341页     ,I561.45,1,0,1,41.57,Literature
世界简史,9787505743090.0,49.8,（美）房龙著,中国友谊出版公司,2018,北京,348页,K1,1,0,1,8.65,Social Sciences
世界金融史,9787111711612.0,79.0,（日）板谷敏彦著,机械工业出版社,2022,北京,352页,F831.9,1,0,1,1.67,Social Sciences
世间万数,9787559664372.0,98.0,(法)莱宁著,北京联合出版公司,2022,北京,"13,441页",O1-49,1,0,1,0.74,Science
世间的每一个清晨,9787559819628.0,22.5,（法）基尼亚尔著,广西师范大学出版社,2019,桂林,107页,I565.45,1,0,1,21.02,Literature
丛中鸟：观鸟的社会史,9787301292761.0,78.0,"(英)斯蒂芬·莫斯 (Moss, Stephen 1960~) 著", 北京大学出版社, 2019,北京 ,467页 : 图 ,Q959.7,1,0,1,25.13,Science
东京八平米,9787542678652.0,79.0,(日)吉井忍 著,上海三联书店,2022,上海,305页 : 图，彩照,I313.65,1,0,1,34.76,Literature
东京百景,9787532782925.0,58.0,（日）又吉直树著,上海译文出版社有限公司,2020,上海,274页,I313.65,1,0,1,,Literature
东方快车谋杀案,9787513335270.0,49.0,(英)克里斯蒂,新星出版社,2019,北京,279页,I561.45,2,0,2,23.45,Literature
中世纪欧洲,9787513939720.0,92.0,"(英)克里斯·威克姆 (Wickham, Chris) 著",民主与建设出版社,2022,北京,482页 : 彩图，地图,K503,0,0,0,,Social Sciences
中国传统色：故宫里的色彩美学 ,9787521716054.0,168.0,郭浩 (文化) 著, 中信出版集团股份有限公司, 2020,北京 ,"13,279页 : 彩图 ",J063,1,0,1,3.2,Arts
中国古典名著百部·传世方术卷：阴符经 握奇经 皇帝宅经 龟策列传 灵棋经 诸葛神薮 推背图 奇门遁甲 梅花易,9787512006881.0,198.0,马松源编,线装书局,2012.12   ,北京,442页     ,Z121.7,1,0,1,,General / Misc
中国哲学如何登场 ,9787305242632.0,58.0,李泽厚 (1930~2021) 著, 南京大学出版社, 2021,南京 ,245页 ,B261,1,0,1,12.96,General / Misc
中国哲学简史,9787301215692.0,49.0,冯友兰著,北京大学出版社,2013.05   ,北京,325页     ,B2,1,0,1,0.01,General / Misc
中国当代摄影景观 : 198-22,9787208170698.0,188.0,顾铮 (1959~) 著,上海人民出版社,2022,上海,422页 : 图，照片,J409.2,1,0,1,55.84,Arts
中国现当代文学名篇十五讲,9787301216507.0,59.0,陈思和 著,北京大学出版社,2013.2,北京,,I206.6,1,0,1,0.63,Literature
中文A文学课程文学分析指导,9789620447327.0,132.0,吴星华,三联国际汉语,,香港,171,IB-1-CH-1,0,0,0,,Literature
临床精神药理学手册 ,9787301295151.0,208.0,"(美)萨茨伯格 (Schatzberg, Alan F.) 著", 北京大学出版社, 2018,北京 ,550页 ,R964-62,2,1,3,16.9,General / Misc
丹麦人为什么幸福,9787508674346.0,58.0,(丹)魏金著;林娟译,中信出版社,2017.05   ,北京,285页     ,B82-49,1,0,1,2.15,General / Misc
为什么伟大不能被计划,9787500173625.0,79.0,"(美)肯尼斯·斯坦利(Stanley, Kenneth)",中译出版社,2023,北京,295页,TP18,2,0,2,51.0,Science
为什么那是艺术:当代艺术的美学和批评,9787558027932.0,118.0,(美)巴雷特著;徐文涛等译,江苏凤凰美术出版社,2018.08   ,南京,551页     ,J0,1,0,1,68.85,Arts
为奴十二年,9787532774050.0,48.0,(美)诺萨普著　蒋漫译,上海译文出版社,2017,上海,272,I712.44,0,0,0,,Literature
丽达与天鹅 : 叶芝诗歌新译详注,9787307224520.0,48.0,"(爱尔兰)叶芝 (Yeats, William Butler 1865~1939) 著",武汉大学出版社,2022,武汉,"39,13,460页 : 图，照片",I562.25,1,0,1,16.67,Literature
乌合之众,9787532781089.0,35.0,(法)勒庞著,上海译文出版社有限公司,2019,上海,"16,202页",C912.64,4,0,4,12.38,General / Misc
乌合之众:群体心理学,9787533951702.0,49.8,(法)勒庞著;董强译,浙江文艺出版社,2018.02   ,杭州,247页     ,C912.64,2,1,3,38.47,General / Misc
乌托邦 ,9787100131940.0,28.0,"(英)莫尔 (More, Thomas 1478~1535) 著", 商务印书馆, 2017,北京 ,"11,163页 : 图 ",D091.6,1,0,1,82.6,Social Sciences
九三年 ,9787505729117.0,68.0,"(法)雨果 (Hugo, Victor 1802~1885) 著", 中国友谊出版公司, 2012,北京 ,407页 ,I565.44,1,0,1,60.88,Literature
习近平新时代中国特色社会主义思想基本问题,9787503568770.0,95.0,中共中央党校著,中共中央党校出版社,2020,北京,432页,D610,1,0,1,36.12,Social Sciences
习近平新时代中国特色社会主义思想学习问答 ,9787514710304.0,42.0,中共中央宣传部,学习出版社,:,北京,"10,460 ",D610,2,0,2,18.06,Social Sciences
乡土中国,9787301174821.0,26.0,费孝通,北京大学出版社,2012.10   ,北京,185页     ,C912.82,3,0,3,30.8,General / Misc
买办的女儿,9787533962951.0,69.0,赵柏田著,浙江文艺出版社,2022,杭州,446页,I247.5,1,0,1,1.16,Literature
乱世佳人 ·上,9787532751273.0,44.5,(美)米切尔著,上海译文出版社,2010,上海,2册(1105页),I712.45,1,0,1,12.84,Literature
争夺非洲,9787513939072.0,149.8,张宏伟著,民主与建设出版社有限责任公司,2022,北京,459页,K4,1,0,1,,Social Sciences
二十首情诗和一首绝望的歌,9787544270779.0,39.5,(智)聂鲁达著,南海出版公司,2014.6,海口,289页,I784.25,0,0,0,,Literature
云彩收集者手册 ,9787544771344.0,45.0,"(美)普雷托尔－平尼 (Pretor-Pinney, Gavin) 著", 译林出版社, 2018,南京 ,111页 : 图 ,P426.5,1,1,2,52.91,General / Misc
云边有个小卖部,9787540487645.0,42.0,张嘉佳著,湖南文艺出版社,2018.07   ,长沙,306页     ,I247.5,4,2,6,98.08,Literature
云雀叫了一整天 ,9787542668974.0,66.0,木心 (1927-2011) 著, 上海三联书店, 2020,上海 ,245页 : 照片 ,I227,0,0,0,,Literature
五号屠场,9787555913139.0,59.9,（美）库尔特.冯内古特著 ,河南文艺出版社 ,2022,郑州 ,229页 ,I712.45,1,0,1,155.8,Literature
亚里士多德的世界,9787544729741.0,39.0,"英 巴恩斯 Barnes, J.(著)",译林出版社,2013,南京,156 ,B502.233,0,0,0,,General / Misc
亲密关系,9787115246882.0,68.0,(美)珀尔曼,人民邮电出版社,2011.01   ,北京,430页     ,C912.1,1,0,1,,General / Misc
人世的真相,9787569520767.0,69.0,（英）毛姆著,陕西师范大学出版总社,2021,西安,316页,I561.45,1,0,1,24.42,Literature
人人都该懂的工程学,9787213096471.0,59.9,(英)娜塔莎·麦卡锡(Natasha McCarthy)著 ,浙江人民出版社,2020,杭州,191页,TB-49,2,0,2,41.78,Science
人人都该懂的科学简史 ,9787572208539.0,59.9,"(英)肖恩·F. 约翰斯顿 (Johnston, Sean F.) 著", 浙江教育出版社, 2020,杭州 ,244页 : 图 ,N091,1,0,1,7.22,General / Misc
人人都该懂的脑科学 ,9787557686642.0,65.9,"(英)阿马尔·阿尔查拉比 (Al-Chalabi, Ammar) 著", 天津科学技术出版社, 2020,天津 ,280页 : 图 ,R338.2-49,1,0,1,64.09,General / Misc
人人都该懂的艺术,9787213096587.0,62.9,(加)劳里·施耐德·亚当斯(Laurie Schneider Adams)著 ,浙江人民出版社,2020,杭州,277页,J-49,1,0,1,0.78,Arts
人人都该懂的认识论,9787213096648.0,59.9,(加)罗伯特·马丁(Robert M. Martin)著 ,浙江人民出版社,2020,杭州,243页,B017,1,0,1,0.79,General / Misc
人体形态学,9787568087124.0,69.9,张烨,华中科技大学出版社,2022,武汉,339页,R32,1,0,1,32.98,General / Misc
人体解剖图谱,9787559200099.0,198.0,"(法)布尔热里 (Bourgery, Jean-Marc 1797~1849) 著", 北京美术摄影出版社, 2018,北京,829页 ,R322-64,1,0,1,27.56,General / Misc
人力资源规划操作指南：规划概述+实用图表+流程架构+操作方案,9787115565648.0,79.0,乔继玉主编,人民邮电出版社,2021,北京,268,F243,1,0,1,9.99,Social Sciences
人工智能不会做什么：1亿人类与1亿机器人共存的未来,9787220110931.0,49.0,(日)羽生善治 著, 四川人民出版社, 2019,成都 ,182页 : 图 ,TP18,1,0,1,23.98,Science
人工智能基础实验教程,9787113293208.0,49.8,潘理虎著,中国铁道出版社有限公司,2022,北京,305页,TP18-33,1,1,2,69.66,Science
人工智能的价值反思,9787567146129.0,78.0,孙伟平著,上海大学出版社,2023,上海,258页,TP18,1,0,1,23.98,Science
人工智能简史 ,9787115471604.0,49.0,尼克 (经济学) 著, 人民邮电出版社, 2017,北京 ,313页 : 照片，图 ,TP18,1,1,2,59.58,Science
人形爱情故事,9787513353465.0,69.0,（英）珍妮特.温特森著 ,新星出版社 ,2024,北京 ,346页 ,I561.45,1,0,1,49.84,Literature
人性实验：改变社会心理学的28项研究,9787300289601.0,99.0,(美) 弗雷著,中国人民大学出版社 ,2021,北京,366,C912.6-0,1,0,1,0.78,General / Misc
人性的枷锁 ,9787210082903.0,68.0,"(英)毛姆 (Maugham, William Somerset 1874~1965) 著", 江西人民出版社, 2016,南昌 ,"10,645页 ",I561.45,1,0,1,13.14,Literature
人性能达到的境界,9787512694040.0,58.0,(美)马斯洛著,团结出版社,2022,北京,"10,556页",B84,1,0,1,33.08,General / Misc
人文地理学通识:全彩插图,9787564580070.0,228.0,(英)鲁宾斯坦著　罗爽译,郑州大学出版社,2021,郑州,555,K901,1,0,1,29.15,Social Sciences
人生无真相,9787559663283.0,59.0,南怀瑾著,北京联合出版公司,2022,北京,284页,B821-49,1,1,2,34.8,General / Misc
人生最美是清欢,9787530215401.0,49.5,林清玄著,北京十月文艺出版社,2016      ,北京,249页     ,I267,2,0,2,39.99,Literature
人生看得几清明,9787550289703.0,39.5,林清玄著,北京联合出版公司,2016      ,北京,208页     ,I267,1,0,1,39.14,Literature
人类学是什么,9787301272961.0,48.0,王铭铭(著,北京 北京大学出版社 2016,2016,北京,256,Q98-49,1,0,1,,Science
人类的进击 ,9787508699165.0,59.0,唐文 (作家) 著, 中信出版集团股份有限公司, 2019,北京 ,"13,333页 ",Q981.1-49,1,0,1,,Science
人鼠之间,9787532158690.0,29.0,(美)斯坦贝克著;李天奇译,上海文艺出版社,2016.01   ,上海,105页     ,I712.45,0,0,0,,Literature
什么是数学:对思想和方法的基本研究(中文版第四版),9787309128109.0,60.0,"(美)科朗,罗宾著;斯图尔特修订;左平,张饴慈",复旦大学出版社,2017.03   ,上海,582页     ,O1-49,0,0,0,,Science
从“童怀周”到审江青,9787515304717.0,31.0,汪文风著,中国青年出版社,2012,北京,236页,D652,1,1,2,73.01,Social Sciences
从你的全世界路过,9787540491949.0,45.0,张嘉佳著,湖南文艺出版社,,,,I247.7,2,0,2,61.5,Literature
从俾斯麦到希特勒,9787544758765.0,42.0,（德）哈夫纳著,译林出版社,2016,南京,252页,K516.42,1,0,1,28.78,Social Sciences
从到1:开启商业与未来的秘密,9787508649719.0,69.0,"(美)蒂尔著,高玉芳译",中信出版社,2015.02   ,北京,260页     ,F270,1,0,1,32.02,Social Sciences
从动力学到统计物理学 ,9787301276600.0,89.0,郑志刚 (1969.8~) 著, 北京大学出版社, 2016,北京 ,491页 : 图，照片 ,O313,1,0,1,105.79,Science
从夸克到宇宙 ,9787559656599.0,128.0,(美)林肯著,北京联合出版公司,2022,北京,566页,O572.2-49,2,0,2,22.37,Science
从零开始读懂物理学,9787301333686.0,59.0,汪振东著,北京大学出版社,2022,北京,318页,O4-49,1,0,1,20.24,Science
以罗马之名 : 缔造罗马伟业的将军们,9787557021559.0,92.0,"(英)阿德里安·戈兹沃西 (Goldsworthy, Adrian Keith 1969~) 著",广东旅游出版社,2022,广州,"12,520页 : 彩图，彩照，地图",K126-49,1,0,1,6.78,Social Sciences
仲夏之死,9787532764778.0,46.0,(日)三岛由纪夫著,上海译文出版社,2014.04   ,上海,251页     ,I313.45,1,0,1,175.93,Literature
伊斯坦布尔三城记 ,9787542667076.0,138.0,"(英)贝塔妮·休斯 (Hughes, Bettany) 著", 上海三联书店, 2019,上海 ,650页 : 图 ,K937.4,1,0,1,72.82,Social Sciences
伊朗简史,9787513932905.0,80.0,（英）阿克斯沃西著,民主与建设出版社有限责任公司,2020,北京,380页,K373,1,0,1,31.8,Social Sciences
休谟 ,9787544765466.0,39.0,英 艾耶尔 著),南京 译林出版社 2016,2016,南京,120图 ,B561.291,1,0,1,0.2,General / Misc
优势谈判心理学,9787540266509.0,38.0,张维维著,北京燕山出版社有限公司 ,2023,北京,210,C912.3-49,0,0,0,,General / Misc
优雅的辩论：关于15个社会热点问题的激辩,9787300214528.0,55.0,"(美)布鲁斯·N.沃勒 (Waller, Bruce N.) 著", 中国人民大学出版社, 2015,北京 ,338页 ,C913-53,0,0,0,,General / Misc
伟大的海·上,9787509791127.0,84.0,"(英)阿布拉菲亚 (Abulafia, David) 著", 社会科学文献出版社·甲骨文工作室, 2018,北京 ,"2册(11,956页) : 地图，图 ",K10,1,0,1,8.18,Social Sciences
伦敦围城,9787020142125.0,39.0,（美）詹姆斯著,人民文学出版社,2021,北京,122页,I712.44,1,0,1,29.21,Literature
伦敦国家美术馆,9787544750387.0,59.8,(意)塔拉布拉编,译林出版社,2014.12   ,南京,162页     ,J156.1-28,0,0,0,,Arts
伦理学 ,9787108050519.0,28.0,"(英)罗宾逊 (Robinson, Dave) 文", 生活·读书·新知三联书店, 2016,北京 ,178页 : 图 ,B82,1,0,1,21.62,General / Misc
伯克利物理学教程:第5卷·统计物理学(英文影印版),9787111464631.0,49.8,(美)F.瑞夫著,机械工业出版社,2017.01   ,北京,398页     ,O4,1,0,1,81.8,Science
低欲望社会,9787532779529.0,58.0,（日）大前研一著,上海译文出版社有限公司,2018,上海,237页,C924.313,1,0,1,,General / Misc
体内火焰,9787509016114.0,49.8,陈思安,当代世界出版社,2021,北京,270页,I247.7,1,1,2,41.61,Literature
佛系,9787559414311.0,39.8,(日)草薙龙瞬著,江苏凤凰文艺出版社,2018.03   ,南京,277页     ,I313.65,1,0,1,38.83,Literature
作为意志和表象的世界,9787553524481.0,68.0,（德）叔本华著,上海文化出版社,2021,上海,587页,B516.41,2,0,2,15.77,General / Misc
你会杀死那个胖子吗?一个关于对与错的哲学谜题,9787300200811.0,38.0,(英)埃德蒙兹著,中国人民大学出版社,2014.09   ,北京,240页     ,B82,1,0,1,0.0,General / Misc
你喜欢莫扎特吗,9787559472397.0,78.0,留声机著,江苏凤凰文艺出版社,2023,南京,285页,J605.52,0,0,0,,Arts
你在逃避什么,9787115587848.0,59.8,(美)弗雷德里克森著,人民邮电出版社,2022,北京,218页,B84-49,1,0,1,,General / Misc
你的夏天还好吗？,9787020171774.0,48.0,(韩)金爱烂 (女， 1980~) 著,人民文学出版社,2022,北京,239页,I312.645,1,0,1,51.07,Literature
